,date,title,category,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
193,2016-04-14 06:53:00+00:00,Working together to better protect children online,Google in Europe,https://blog.google/around-the-globe/google-europe/working-together-to-better-protec/,"['children', 'safety']",0,0,0,0,1
194,2016-04-01 14:37:00+00:00,Google unites with other tech companies to support US Clean Power Plan,Sustainability,https://blog.google/outreach-initiatives/environment/google-unites-with-other-tech-companies/,[],0,0,0,0,0
195,2016-03-25 17:43:00+00:00,Bringing Internet voices into trade,Public Policy,https://blog.google/outreach-initiatives/public-policy/bringing-internet-voices-into-trade/,[],0,0,0,0,0
196,2016-03-17 13:44:00+00:00,"Google, YouTube and Binge On",Public Policy,https://blog.google/outreach-initiatives/public-policy/google-youtube-and-binge-on/,[],0,0,0,0,0
197,2016-03-04 16:52:00+00:00,Adapting our approach to the European right to be forgotten,Google in Europe,https://blog.google/around-the-globe/google-europe/adapting-our-approach-to-european-rig/,[],0,0,0,0,0
198,2016-03-04 00:02:00+00:00,Joining together to avoid a troubling legal precedent,Public Policy,https://blog.google/outreach-initiatives/public-policy/joining-together-to-avoid-troubling/,['safety'],0,0,0,0,1
199,2016-03-03 22:19:00+00:00,2016 Google North America Public Policy Fellowship now accepting applications,Public Policy,https://blog.google/outreach-initiatives/public-policy/2016-google-north-america-public-policy/,[],0,0,0,0,0
200,2015-12-16 00:00:00+00:00,Search on: 2015 in Google Search,Search,https://blog.google/products/search/2015-year-in-search/,[],0,0,0,0,0
201,2015-12-03 00:00:00+00:00,Powering the Internet with renewable energy,Sustainability,https://blog.google/outreach-initiatives/environment/powering-internet-renewable-energy/,[],0,0,0,0,0
202,2015-07-27 00:00:00+00:00,Rising to the climate challenge,Sustainability,https://blog.google/outreach-initiatives/environment/rising-to-climate-challenge/,['health_disinfo'],0,0,1,0,0
203,2015-06-26 00:00:00+00:00,Through the Google lens: Search trends June 19-25,Search,https://blog.google/products/search/through-google-lens-search-trends-june_26/,[],0,0,0,0,0
204,2015-05-14 17:24:00+00:00,"New data, more facts: an update to the Transparency Report",Public Policy,https://blog.google/outreach-initiatives/public-policy/new-data-more-facts-update-to/,[],0,0,0,0,0
205,2015-04-15 15:52:00+00:00,Android has helped create more choice and innovation on mobile than ever before,Android,https://blog.google/products/android/android-has-helped-create-more-choice/,[],0,0,0,0,0
206,2015-04-15 15:27:00+00:00,The Search for Harm,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-search-for-harm/,[],0,0,0,0,0
207,2014-11-07 14:04:00+00:00,Through the Google lens: search trends October 31 - November 6,Search,https://blog.google/products/search/through-google-lens-search-trends-nov_6/,['safety'],0,0,0,0,1
208,2014-07-11 15:07:00+00:00,Searching for the right balance,Public Policy,https://blog.google/outreach-initiatives/public-policy/searching-for-right-balance/,[],0,0,0,0,0
209,2014-03-27 14:50:00+00:00,Transparency Report: Requests for user information up 120 percent over four years,Public Policy,https://blog.google/outreach-initiatives/public-policy/transparency-report-requests-for-user/,[],0,0,0,0,0
210,2014-03-11 17:16:00+00:00,"On the 25th anniversary of the web, let’s keep it free and open",Public Policy,https://blog.google/outreach-initiatives/public-policy/on-25th-anniversary-of-web-lets-keep-it/,['health_disinfo'],0,0,1,0,0
211,2013-12-19 16:35:00+00:00,Transparency Report: Government removal requests continue to rise,Public Policy,https://blog.google/outreach-initiatives/public-policy/transparency-report-government-removal/,[],0,0,0,0,0
212,2013-11-14 12:09:00+00:00,Government requests for user information double over three years,Public Policy,https://blog.google/outreach-initiatives/public-policy/government-requests-for-user/,[],0,0,0,0,0
213,2013-09-23 12:48:00+00:00,Explore the world’s constitutions with a new online tool,Public Policy,https://blog.google/outreach-initiatives/public-policy/explore-worlds-constitutions-with-new/,[],0,0,0,0,0
214,2013-09-09 15:31:00+00:00,A petition for greater transparency,Public Policy,https://blog.google/outreach-initiatives/public-policy/petition-greater-transparency/,[],0,0,0,0,0
215,2013-06-07 11:59:00+00:00,What the ...?,Safety & Security,https://blog.google/technology/safety-security/what/,['safety'],0,0,0,0,1
216,2013-04-26 10:40:00+00:00,The Big Tent comes to Washington,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-big-tent-comes-to-washington/,[],0,0,0,0,0
217,2013-04-25 10:45:00+00:00,Transparency Report: More government removal requests than ever before,Public Policy,https://blog.google/outreach-initiatives/public-policy/transparency-report-more-government/,['political_disinfo'],0,0,0,1,0
218,2013-03-05 17:04:00+00:00,Transparency Report: Shedding more light on National Security Letters,Safety & Security,https://blog.google/technology/safety-security/transparency-report-shedding-more-light/,['safety'],0,0,0,0,1
219,2013-02-27 17:49:00+00:00,Support free expression: Vote for the Netizen of the Year,Public Policy,https://blog.google/outreach-initiatives/public-policy/support-free-expression-vote-for/,[],0,0,0,0,0
220,2013-02-20 12:35:00+00:00,Fireside Hangouts: Join First Lady Michelle Obama in a Google+ Hangout to discuss Let’s Move!,,https://blog.google/products/google-plus/fireside-hangouts-join-first-lady/,"['children', 'health_disinfo']",1,0,0,0,0
220,2013-02-20 12:35:00+00:00,Fireside Hangouts: Join First Lady Michelle Obama in a Google+ Hangout to discuss Let’s Move!,,https://blog.google/products/google-plus/fireside-hangouts-join-first-lady/,"['children', 'health_disinfo']",0,0,1,0,0
221,2013-01-23 11:12:00+00:00,Fireside Hangouts: Join Vice President Biden in a discussion about gun violence,,https://blog.google/products/google-plus/fireside-hangouts-join-vice-president/,[],0,0,0,0,0
222,2013-01-03 13:39:00+00:00,The Federal Trade Commission closes its antitrust review,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-federal-trade-commission-closes-its/,[],0,0,0,0,0
223,2012-12-02 15:38:00+00:00,Keep the Internet free and open,Public Policy,https://blog.google/outreach-initiatives/public-policy/keep-internet-free-and-open/,[],0,0,0,0,0
224,2012-07-03 11:39:00+00:00,Celebrate freedom. Support a free and open Internet.,Public Policy,https://blog.google/outreach-initiatives/public-policy/celebrate-freedom-support-free-and-open/,[],0,0,0,0,0
