,date,title,cat1,cat2,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
505,"June 30, 2020",Facebook Supports Journalist Safety Ahead of Brazil 2020 Municipal Elections,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/brazil-2020-municipal-elections-journalist-safety,[],0,0,0,0,0
506,"June 29, 2020",Creator Spotlight: Connecting Your Community During COVID-19,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-connecting-community-during-covid,[],0,0,0,0,0
507,"June 29, 2020",Helping Creators and Video Publishers Grow Their Businesses,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/helping-creators-and-video-publishers-grow-their-businesses,[],0,0,0,0,0
508,"June 26, 2020",Expanding Facebook's U.S. Fact-Checking Program and Supporting the Fact-Checking Ecosystem,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/fact-checking-expansion-and-investment-2020,[],0,0,0,0,0
509,"June 24, 2020",Resources for Publishers Attending the NNPA Black Press of America Conference 2020,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/nnpa-conference-2020,[],0,0,0,0,0
510,"June 22, 2020",Video Best Practices From a Facebook Virtual Program for Asia-Pacific News Publishers,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/video-best-practices-asia-pacific-covid19-webinars,[],0,0,0,0,0
511,"June 19, 2020",Creator Spotlight: 5 Black Creators Standing Against Racism,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-standing-against-racism,[],0,0,0,0,0
512,"June 18, 2020","Use New CrowdTangle Live Displays to Follow Juneteenth, Black Lives Matter and Protests for Racial Justice on Social",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/crowdtangle-live-displays-juneteenth,[],0,0,0,0,0
513,"June 18, 2020",The Newsroom Guide to Instagram: 7 Tactics to Try Right Now,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/programs/instagram-local-news-fellowship/training-2020,[],0,0,0,0,0
514,"June 16, 2020",Announcing the Facebook-Canadian Press News Fellowship,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-canadian-press-news-fellowship,[],0,0,0,0,0
515,"June 12, 2020",CrowdTangle Announces Partnership With IFCN to Expand the Fight Against Misinformation,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/crowdtangle-ifcn-fight-misinformation,[],0,0,0,0,0
516,"June 11, 2020",Watch 3 Journalists Explain Essentials of Mobile Journalism,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/qisa-lab-mobile-journalism-tips,[],0,0,0,0,0
517,"June 10, 2020",Gary Barlow Spreads Joy on Facebook Watch with The Crooner Sessions,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/gary-barlow-spreads-joy-on-facebook-watch-with-the-crooner-sessions,[],0,0,0,0,0
518,"June 9, 2020",Meet 22 Journalism Students Joining the Instagram Local News Fellowship,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/instagram-local-news-fellowship/class-of-2020,[],0,0,0,0,0
519,"June 3, 2020",Facebook and INMA Launch ‘Readers First Experience’ for US Local Newsrooms During COVID-19,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/inma-readers-first-initiative-covid19,[],0,0,0,0,0
520,"May 28, 2020",Watch a Journalist’s Tips for Making Videos on Your Phone,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/yusuf-omar-hashtag-our-stories,[],0,0,0,0,0
521,"May 28, 2020",UFC Brazil Utilizes Archive Content Library to Serve Fans During COVID-19,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/ufc-brazil-utilizes-archive-content-library-to-serve-fans-during-covid-19,[],0,0,0,0,0
522,"May 28, 2020",Registering Greek News Pages on Facebook,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/registering-news-pages-greek,[],0,0,0,0,0
523,"May 27, 2020",Facebook invests $2 Million to Support Latin America News During COVID-19,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/latin-america-news-coronavirus-support,[],0,0,0,0,0
524,"May 26, 2020","Facebook Invests $390,000 to Support South Africa Newsrooms During COVID-19",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/south-africa-news-coronavirus-support,[],0,0,0,0,0
525,"May 21, 2020",Post Creation Now Available on Creator Studio App,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/post-creation-now-available-on-creator-studio-app,[],0,0,0,0,0
526,"May 21, 2020",FJP in Latin America: Reader Revenue Accelerator for News Organizations During COVID-19,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/reader-revenue-accelerator-latin-america-coronavirus,[],0,0,0,0,0
527,"May 20, 2020",The Facebook Journalism Project Latin America Reader Revenue Program Terms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/latin-america-accelerator-coronavirus-grant-terms,[],0,0,0,0,0
528,"May 20, 2020",Updates and Guidelines for Including Music in Video,BEST PRACTICES,,https://www.facebook.com/formedia/blog/updates-and-guidelines-for-including-music-in-video,[],0,0,0,0,0
529,"May 20, 2020",The Non-Gamer's Guide to Start Streaming Games | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/non-gamers-guide-to-streaming-games,[],0,0,0,0,0
530,"May 18, 2020",The FJP COVID-19 Australian News Relief Fund Grant Program Terms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/australian-news-coronavirus-grant-terms,[],0,0,0,0,0
531,"May 14, 2020",Seonkyoung Succeeds with Long-Form Content and In-Stream Ads | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/seonkyoung-succeeds-with-long-form-content-and-in-stream-ads,[],0,0,0,0,0
532,"May 13, 2020",Covering Coronavirus on Instagram: Advice for Journalists and Beat Reporters,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/coronavirus-on-instagram,[],0,0,0,0,0
533,"May 12, 2020",Supercharge The Way You Publish on Facebook,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/supercharge-the-way-you-publish-on-facebook,[],0,0,0,0,0
534,"May 12, 2020",FAQ: Facebook Journalism Project / ICFJ COVID-19 Latin America News Relief Fund Grant Program,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/latin-america-coronavirus-news-relief-fund-faq,[],0,0,0,0,0
535,"May 7, 2020",Facebook Journalism Project Provides $16 Million in Funding to Support More Than 200 Local Newsrooms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/coronavirus-local-news-relief-fund-recipients,[],0,0,0,0,0
536,"May 7, 2020",CrowdTangle Trend Report: Understanding US Local News Coverage on Facebook During COVID-19,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/coronavirus-local-us-news-crowdtangle,[],0,0,0,0,0
537,"May 6, 2020",5 Benefits of Registering Your Facebook News Page,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/register-news-page-facebook,[],0,0,0,0,0
538,"May 6, 2020",GLORY Kickboxing Leans Into Long-Form Video to Expand its Social Fanbase,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/glory-kickboxing-leans-into-long-form-video-to-expand-its-social-fanbase,[],0,0,0,0,0
539,"May 6, 2020",Expanding a WhatsApp Help Desk for Journalists Across Africa: A Project From Africa Check,PROGRAM IMPACT,JOURNALISM,https://www.facebook.com/journalismproject/facebook-membership-accelerator-lessons,[],0,0,0,0,0
540,"May 6, 2020",Latin America’s First Public Health Fact-Checking Project: The Lupa Collectiva,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/third-party-fact-checking/innovation-initiative-salud-con-lupa,[],0,0,0,0,0
541,"May 5, 2020",The Facebook Journalism Project / ICFJ COVID-19 Latin America News Relief Fund Grant Program Terms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/latin-america-news-coronavirus-grant-terms,[],0,0,0,0,0
542,"May 1, 2020",What Press Freedom Means to the Co-founder of Syria Direct,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/syria-direct-amjad-tadros,[],0,0,0,0,0
543,"April 30, 2020",Launching a $1M Grant Program to Support Fact-Checkers Amid COVID-19,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/coronavirus-grants-fact-checking,[],0,0,0,0,0
544,"April 29, 2020",Inter Milan Raises €100K+ For COVID-19 Relief via Facebook Fundraiser,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/inter-milan-raises-100k-for-covid-19-relief-via-facebook-fundraiser,[],0,0,0,0,0
545,"April 24, 2020",Bringing Back Live With on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/bringing-back-live-with-on-facebook,[],0,0,0,0,0
546,"April 23, 2020",COVID-19 Update For Our Meta Creator Community | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/covid-19-update-for-our-creator-community,[],0,0,0,0,0
547,"April 7, 2020",Facebook Journalism Project COVID-19 Local News Relief Fund for US Local Newsrooms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/grants/coronavirus-local-news-relief-fund,[],0,0,0,0,0
548,"April 7, 2020",400 Local Newsrooms Receive Grants to Support Coronavirus Work,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/community-network-coronavirus-grants-news-reporting-recipients-round-1,[],0,0,0,0,0
549,"April 6, 2020",Facebook Breaking News Label Expands,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-breaking-news-label-expands,[],0,0,0,0,0
550,"April 6, 2020",Enabling Publishers to Label Breaking News on Facebook,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-breaking-news-label,[],0,0,0,0,0
551,"March 31, 2020",SC Freiburg Engages Fans with Interactive Video Series,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/sc-freiburg-engages-fans-with-interactive-video-series,[],0,0,0,0,0
552,"March 31, 2020",Inspire Action,BEST PRACTICES,,https://www.facebook.com/formedia/blog/inspire-action,[],0,0,0,0,0
553,"March 31, 2020",Going Live on Facebook and Instagram,BEST PRACTICES,,https://www.facebook.com/formedia/blog/going-live-on-facebook-and-instagram,[],0,0,0,0,0
554,"March 31, 2020","Tips to Keep in Mind Before, During, and After You Go Live",BEST PRACTICES,,https://www.facebook.com/formedia/blog/tips-to-keep-in-mind-before-during-and-after-you-go-live,[],0,0,0,0,0
555,"March 31, 2020","Publishing on Facebook: Leveraging Playlists, Series and Bulk Features",SUCCESS STORIES,,https://www.facebook.com/formedia/blog/publishing-on-facebook-leveraging-playlists-series-and-bulk-features,[],0,0,0,0,0
556,"March 30, 2020",Facebook Invests $100 Million to Support News Industry During Coronavirus,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/coronavirus-update-news-industry-support,[],0,0,0,0,0
557,"March 30, 2020",Working From Home,BEST PRACTICES,,https://www.facebook.com/formedia/blog/working-from-home,[],0,0,0,0,0
558,"March 27, 2020",Keep Your Community Safe and Connected,BEST PRACTICES,,https://www.facebook.com/formedia/blog/keep-your-community-safe-and-connected,[],0,0,0,0,0
559,"March 27, 2020",Introducing Live Producer for API and Web Broadcasts,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-live-producer-for-api-and-web-broadcasts,[],0,0,0,0,0
560,"March 27, 2020",5 Qualities of Meaningful Content,BEST PRACTICES,,https://www.facebook.com/formedia/blog/5-qualities-of-meaningful-content,[],0,0,0,0,0
561,"March 27, 2020",Supporting Your Business,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/supporting-your-business,[],0,0,0,0,0
562,"March 23, 2020",Tips to Spot False News,BEST PRACTICES,,https://www.facebook.com/formedia/blog/third-party-fact-checking-tips-to-spot-false-news,[],0,0,0,0,0
563,"March 17, 2020",Announcing $1 Million in Grants to Support Coronavirus News Reporting,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/community-network/coronavirus-grants-news-reporting,[],0,0,0,0,0
564,"March 6, 2020",Whistle and Courtyard by Marriott Team Up for Facebook Original Series,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/whistle-and-courtyard-by-marriott-team-up-for-facebook-original-series,[],0,0,0,0,0
565,"March 5, 2020",How the UFC Leverages Facebook to Drive Event Awareness and Video Revenue,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-the-ufc-leverages-facebook-to-drive-event-awareness-and-video-revenue,[],0,0,0,0,0
566,"March 5, 2020",Creator Studio App: Manage Your Facebook Page Content on the Go | Facebook For Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/creator-studio-app,[],0,0,0,0,0
567,"March 2, 2020",How the Buffalo Bills Drove 10x ROAS via Repurposed Facebook Content,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-the-buffalo-bills-drove-10x-roas-via-repurposed-facebook-content,[],0,0,0,0,0
568,"March 1, 2020",Expanding Fact-Checking to Instagram,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/fact-checking-instagram,[],0,0,0,0,0
569,"February 27, 2020",Facebook Supports Splice Media Fund to Grow Asia’s Media Startups,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/splice-beta-fund-2020,[],0,0,0,0,0
570,"February 26, 2020",Club América Revamps Facebook Video Strategy to Boost Ad Revenue,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/club-america-revamps-facebook-video-strategy-to-boost-ad-revenue,[],0,0,0,0,0
571,"February 24, 2020",Creator Spotlight: 4 Black Creators on the Rise | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-black-creators-on-the-rise,[],0,0,0,0,0
572,"February 21, 2020",Foxtel Uses Facebook to Drive TV Tune-In and Subscriptions,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/foxtel-uses-facebook-to-drive-tv-tune-in-and-subscriptions,[],0,0,0,0,0
573,"February 20, 2020",Introducing Creator Studio App from Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-creator-studio-app-from-facebook,[],0,0,0,0,0
574,"February 20, 2020",LadBaby Uses Facebook Success to Raise Money for Charity | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/ladbaby-raise-money-for-charity,[],0,0,0,0,0
575,"February 19, 2020",Bringing Music to Facebook and Instagram in Canada,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/bringing-music-to-facebook-and-instagram-in-canada,[],0,0,0,0,0
576,"February 14, 2020",BigDawsTv Sees Big Growth on Facebook | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/bigdawstv-sees-big-growth,[],0,0,0,0,0
577,"February 13, 2020",Meet the 15 Newsrooms Joining the Facebook Membership Accelerator,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-membership-accelerator-north-america-2020,[],0,0,0,0,0
578,"February 11, 2020",Instagram Shopping Helps Uninterrupted Launch E-Commerce Presence,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/instagram-shopping-helps-uninterrupted-launch-e-commerce-presence,[],0,0,0,0,0
579,"February 7, 2020",Register Your Facebook News Pages,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/news-pages-registration,[],0,0,0,0,0
580,"February 7, 2020",Instagram Local News Fellowship - Terms & Conditions,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/instagram-local-news-fellowship-terms-conditions,[],0,0,0,0,0
581,"January 31, 2020",England Rugby Shares its RWC 2019 Story Through Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/england-rugby-shares-its-RWC-2019-story-through-facebook',[],0,0,0,0,0
582,"January 28, 2020",Announcing January 2020 Grant Winners of the FJP Community Network,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/community-network/grant-winners-january-2020,[],0,0,0,0,0
583,"January 28, 2020",What’s Next for Facebook’s Accelerator Program,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/accelerator-whats-next-2020,[],0,0,0,0,0
584,"January 28, 2020",Small Team? Here’s a 5-Step Instagram Plan,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/st-louis-post-dispatch-instagram,[],0,0,0,0,0
585,"January 28, 2020",College Seniors and Recent Journalism Grads Can Work As IG Editors in the Instagram Local News Fellowship,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/instagram-local-news-fellowship-2020,[],0,0,0,0,0
586,"January 28, 2020",5 Tips for Covering Live News on Instagram Stories,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/boston-globe-instagram,[],0,0,0,0,0
587,"January 28, 2020",How the Minneapolis Star Tribune Turned Instagram Followers Into Super-Fans,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/minneapolis-star-tribune-instagram,[],0,0,0,0,0
588,"January 27, 2020",Win Sports Relies on Facebook Video to Connect with a Younger Audience,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/win-sports-relies-on-facebook-video-to-connect-with-a-younger-audience,[],0,0,0,0,0
589,"January 24, 2020",Recap: VidCon Asia | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/vidcon-asia,[],0,0,0,0,0
590,"January 10, 2020",Creator Spotlight: Inspiration For A New Decade | Meta for Creators | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-inspiration-for-a-new-decade,[],0,0,0,0,0
591,"January 8, 2020",Understanding Video Traffic Source Insights,BEST PRACTICES,,https://www.facebook.com/formedia/blog/understanding-video-traffic-source-insights,[],0,0,0,0,0
592,"January 6, 2020",Russell Wilson Utilizes Facebook and Instagram to Build his Personal Brand,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/russell-wilson-utilizes-facebook-and-instagram-to-build-his-personal-brand,[],0,0,0,0,0
593,"January 3, 2020",Facebook Introduces Enhancements to Instant Articles for Publishers,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-introduces-enhancements-to-instant-articles-for-publishers,[],0,0,0,0,0
594,"January 3, 2020",Facebook Partner Voices: Novak Djokovic,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-partner-voices-novak-djokovic,[],0,0,0,0,0
595,"January 2, 2020",The Miami HEAT Scale Up and Score Big with Facebook Ads,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/the-miami-heat-scale-up-and-score-big-with-facebook-ads,[],0,0,0,0,0
596,"December 27, 2019",Benito Skinner's Rise to Fame | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/benito-skinner-rise-to-fame,[],0,0,0,0,0
597,"December 19, 2019",How to Make Engaging Digital News Videos on Your Phone,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/how-to-make-videos-phone,[],0,0,0,0,0
598,"December 18, 2019",Trans7 Brings Facebook Audience Together for Ramadan,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/trans7-brings-facebook-audience-together-for-ramadan,[],0,0,0,0,0
599,"December 18, 2019",Verification and Safety on Facebook & Instagram,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/verification-and-safety-facebook-instagram,[],0,0,0,0,0
600,"December 17, 2019",Facebook Journalism Project Partners with Reuters to Launch E-Learning Course on Manipulated Media,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/reuters-course-manipulated-media,[],0,0,0,0,0
601,"December 11, 2019",Creator Spotlight: Finding Success with In-Stream Ads,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/finding-success-with-in-stream-ads,[],0,0,0,0,0
602,"December 6, 2019",Winnipeg Free Press sees 5x increase in free subscription trials,BEST PRACTICES,,https://www.facebook.com/formedia/blog/accelerator-how-to-fix-subscription-registration-forms,[],0,0,0,0,0
603,"December 5, 2019",Digital Video Playbook for Newsrooms,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/facebook-digital-video-playbook-newsrooms,[],0,0,0,0,0
604,"December 5, 2019",How Being Latino Found Steady Growth With Creator Studio,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/being-latino-growth-with-creator-studio,[],0,0,0,0,0
605,"November 25, 2019",A Day in the Life of an IG Editor,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/instagram-thedodo-editor-day-in-the-life,[],0,0,0,0,0
606,"November 22, 2019",Facebook and ICFJ Renew Social Media Solutions Program for Arab Journalists,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-icfj-social-media-solutions-program-year-two-announcement,[],0,0,0,0,0
607,"November 20, 2019",Facebook Partners with the International News Safety Institute on Journalist Safety,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-insi-partner-journalist-safety,[],0,0,0,0,0
608,"November 20, 2019",European Community News Summit 2019: A Recap,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/european-community-news-summit-2019,[],0,0,0,0,0
609,"November 18, 2019",Fact-Checking Innovation Initiative Terms and Conditions,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/fact-checking-innovation-initiative-terms,[],0,0,0,0,0
610,"November 12, 2019",Introducing Evelyn From The Internets | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/evelyn-from-the-internets,[],0,0,0,0,0
611,"November 11, 2019","How to Reinvent Your Instagram, According to One of Argentina's Biggest Newspapers",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/como-reinventar-tu-instagram-segun-uno-de-los-periodicos-mas-grandes-de-la-argentina,[],0,0,0,0,0
612,"November 11, 2019",Facebook Supports Newsrooms for U.K. General Election 2019,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-uk-general-election-2019,[],0,0,0,0,0
613,"November 7, 2019",How to Build a Loyal Audience - Facebook Accelerator Program,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/how-to-build-a-loyal-audience-facebook-accelerator-program,[],0,0,0,0,0
614,"November 7, 2019",The Facebook Journalism Project Partners With The Discourse to Boost Small Independent Publishers,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/the-facebook-journalism-project-partners-with-the-discourse-to-boost-small-independent-publishers,[],0,0,0,0,0
615,"November 7, 2019",The Facebook Journalism Project Partners With The Discourse to Boost Small Independent Publishers,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-discourse-boost-small-publishers,[],0,0,0,0,0
616,"November 6, 2019",Monetization & Management Updates for Video Creators and Publishers,BEST PRACTICES,,https://www.facebook.com/formedia/blog/monetization-management-updates-for-video-creators-and-publishers,[],0,0,0,0,0
617,"October 31, 2019",How Talent Manager Jake Rosen Uses Creator Studio to Manage His Clients’ Facebook Presence,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-talent-manager-jake-rosen-uses-creator-studio-to-manage-his-clients-facebook-presence,[],0,0,0,0,0
618,"October 30, 2019",Facebook Supports Newsrooms for U.K. General Election 2019,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-uk-general-election-2019,[],0,0,0,0,0
619,"October 30, 2019",Facebook Supports Newsrooms Throughout the 2019 APAC Elections,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-2019-apac-elections,[],0,0,0,0,0
620,"October 30, 2019",Facebook Partners With WAN-IFRA to Support Asia’s Newsrooms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-wan-ifra-newsroom-transformation-2020-asia,[],0,0,0,0,0
621,"October 28, 2019",Instagram Next Conference Gathers Media in New York,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/instagram-next-conference-2019,[],0,0,0,0,0
622,"October 25, 2019",Mark Zuckerberg Talks Facebook News and Journalism in the Digital Age,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/mark-zuckerberg-talks-facebook-news-journalism,[],0,0,0,0,0
623,"October 25, 2019",Where to Find Facebook at Digital Media Asia 2019,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-digital-media-asia-2019,[],0,0,0,0,0
624,"October 24, 2019",Facebook Launches Journalist Training Program in Turkey,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-journalist-training-program-turkey,[],0,0,0,0,0
625,"October 23, 2019",5 Tips to Help Newsrooms Create Better Videos - Facebook Video Accelerator Program,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/how-to-make-online-news-videos,[],0,0,0,0,0
626,"October 22, 2019",Facebook Supports the Launch of Abraji's Journalist Training Program in Brazil,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-abraji-brazil-training-program,[],0,0,0,0,0
627,"October 21, 2019","Dunks, Crossovers, and Storytelling: How the NBA Wins at IGTV",SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/dunks-crossovers-and-storytelling-how-the-nba-wins-at-igtv,[],0,0,0,0,0
628,"October 18, 2019",Facebook Announces First Fact-Checking Partner Summit,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/fact-checking-summit,[],0,0,0,0,0
629,"October 17, 2019",More Music on Facebook and Instagram in EMEA,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/more-music-on-facebook-and-instagram-in-emea,[],0,0,0,0,0
630,"October 16, 2019",Registering India News Pages on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/registering-india-news-pages-on-facebook,[],0,0,0,0,0
631,"October 16, 2019",India-Based FilterCopy Turns Popular Videos into Revenue Source with In-Stream Ads,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/india-based-filtercopy-turns-popular-videos-into-revenue-source-with-ad-breaks,[],0,0,0,0,0
632,"October 14, 2019",Matching publishers and public figures to bring more content to Facebook Watch in Europe,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/matching-publishers-and-public-figures-to-bring-more-content-to-facebook-watch-in-europe,[],0,0,0,0,0
633,"October 11, 2019",Introducing Facebook for Student Journalists,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-student-journalists,[],0,0,0,0,0
634,"October 11, 2019",Amplifying Community Voices: StreetMeet,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/community-voices-streetmeet,[],0,0,0,0,0
635,"October 8, 2019",Facebook Supports Digital Video Across Europe,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-video-accelerator-program-europe,[],0,0,0,0,0
636,"October 8, 2019",Facebook Journalism Project Community Network - Terms & Eligibility,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-community-network-terms-eligibility,[],0,0,0,0,0
637,"October 3, 2019",5 Ways to Roll Out New Tools in a Newsroom - CrowdTangle,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/crowdtangle-lighthouse-lab,[],0,0,0,0,0
638,"October 3, 2019",CrowdTangle Program Empowers Digital Innovation in Newsrooms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/crowdtangle-program-innovation-newsrooms,[],0,0,0,0,0
